pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,sy_dist
"Wolf 327 b","Wolf 327",2024,"Transit",0.57347450000,1.24000000,2.53000000,3542.00,0.406000,28.53210000
"TOI-1751 b","TOI-1751",2024,"Transit",37.46852000000,2.95078450,19.50000000,5970.00,1.313700,113.33500000
"TOI-1386 b","TOI-1386",2024,"Transit",25.84010000000,6.21638650,45.80000000,5735.00,1.023500,146.85800000
"TOI-1386 c","TOI-1386",2024,"Radial Velocity",232.00000000000,,75.20000000,5735.00,1.023500,146.85800000
"HD 134606 b","HD 134606",2024,"Radial Velocity",12.08900000000,,9.09000000,5576.00,1.158000,26.79090000
"HD 134606 c","HD 134606",2024,"Radial Velocity",58.88300000000,,11.31000000,5576.00,1.158000,26.79090000
"HD 134606 d","HD 134606",2024,"Radial Velocity",966.50000000000,,44.80000000,5576.00,1.158000,26.79090000
"HD 134606 e","HD 134606",2024,"Radial Velocity",4.32030000000,,2.34000000,5576.00,1.158000,26.79090000
"HD 134606 f","HD 134606",2024,"Radial Velocity",26.91500000000,,5.63000000,5576.00,1.158000,26.79090000
"TOI-238 b","TOI-238",2024,"Transit",1.27309900000,1.55900000,3.37000000,5059.00,0.756000,80.54070000
"TOI-238 c","TOI-238",2024,"Radial Velocity",8.46565100000,2.18000000,6.70000000,5059.00,0.733000,80.54070000
"TOI-2266 b","TOI-2266",2024,"Transit",2.32631800000,1.54000000,,3200.00,0.240000,51.60040000
"CI Tau c","CI Tau",2024,"Radial Velocity",25.20000000000,,1144.18226520,,,157.99800000
"TOI-1994 b","TOI-1994",2024,"Transit",4.03371420000,13.67495645,7024.00779470,7700.00,2.300000,515.60300000
"Teegarden's Star d","Teegarden's Star",2024,"Radial Velocity",26.13000000000,,0.82000000,3034.00,0.120000,3.83078000
"TOI-1347 b","TOI-1347",2024,"Transit",0.84742346000,1.80000000,11.10000000,5464.00,0.830000,147.47600000
"TOI-1347 c","TOI-1347",2024,"Transit",4.84196200000,1.60000000,6.40000000,5464.00,0.830000,147.47600000
"TOI-1199 b","TOI-1199",2024,"Transit",3.67146300000,10.51402390,75.96098927,5710.00,1.450000,248.42700000
"TOI-1273 b","TOI-1273",2024,"Transit",4.63129600000,11.09689089,70.55790635,5690.00,1.060000,177.11800000
"TOI-1135 b","TOI-1135",2024,"Transit",8.02773270000,9.91994792,58.79825529,6320.00,1.202000,114.04800000
"TOI-4515 b","TOI-4515",2024,"Transit",15.26644600000,12.17000000,637.00000000,5433.00,0.860000,193.49900000
"LHS 1678 d","LHS 1678",2024,"Transit",4.96522290000,0.98100000,,3490.00,0.329000,19.87820000
"HS Psc b","HS Psc",2024,"Radial Velocity",3.98600000000,,464.02947422,4203.00,0.650000,37.66040000
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429",2024,"Radial Velocity",77.48000000000,,572.09113260,6000.00,2.130000,852.79300000
"HD 77946 b","HD 77946",2024,"Transit",6.52736300000,2.89646124,10.90000000,6007.00,1.317400,99.45100000
"TOI-4438 b","TOI-4438",2024,"Transit",7.44628000000,2.52000000,5.40000000,3422.00,0.372000,30.03460000
"NGTS-30 b","NGTS-30",2024,"Transit",98.29838000000,10.40193409,305.11527072,5455.00,0.913000,238.37700000
"HD 104067 c","HD 104067",2024,"Radial Velocity",13.89920000000,,13.20000000,4952.00,0.780000,20.36320000
"TOI-771 b","TOI-771",2024,"Transit",2.32601550000,1.36000000,2.47000000,3370.00,0.232000,25.27880000
"TOI-871 b","TOI-871",2024,"Transit",14.36256500000,1.66400000,,4929.00,0.719000,68.04730000
"TOI-1467 b","TOI-1467",2024,"Transit",5.97114713000,1.92000000,,3834.00,0.491000,37.44180000
"TOI-1739 b","TOI-1739",2024,"Transit",8.30334140600,1.94600000,,4814.00,0.781000,70.98190000
"TOI-2068 b","TOI-2068",2024,"Transit",7.76891500000,1.82100000,,3710.00,0.535000,52.93280000
"TOI-4559 b","TOI-4559",2024,"Transit",3.96599100000,1.41500000,,3558.00,0.374000,31.63540000
"TOI-5799 b","TOI-5799",2024,"Transit",4.16450700000,1.73300000,,3452.00,0.321000,27.81230000
"M62H b","M62H",2024,"Pulsar Timing",0.13293502800,,785.03616529,,,
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L",2024,"Microlensing",,,514.88201934,,,6630.00000000
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",2024,"Microlensing",,,1875.18760130,,,7690.00000000
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L",2024,"Microlensing",,,1207.74794660,,,6030.00000000
"KMT-2023-BLG-0416L b","KMT-2023-BLG-0416L",2024,"Microlensing",,,13.03096469,,,5900.00000000
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L",2024,"Microlensing",,,200.23189641,,,7220.00000000
"KMT-2023-BLG-1642L b","KMT-2023-BLG-1642L",2024,"Microlensing",,,343.25467956,,,6980.00000000
"HIP 39017 b","HIP 39017",2024,"Imaging",31000.00000000000,,7500.75040520,,,66.32170000
"TOI-4336 A b","TOI-4336 A",2024,"Transit",16.33635100000,2.13700000,3.33000000,3307.00,0.326000,22.54550000
"TIC 139270665 b","TIC 139270665",2024,"Transit",23.62400000000,7.22979255,147.15455244,5844.00,1.016000,189.87500000
"TIC 139270665 c","TIC 139270665",2024,"Radial Velocity",1010.00000000000,,1554.18091023,5844.00,1.016000,189.87500000
"TOI-815 b","TOI-815",2024,"Transit",11.19725900000,2.94000000,7.60000000,4869.00,0.770000,59.71170000
"TOI-815 c","TOI-815",2024,"Transit",34.97614500000,2.62000000,23.50000000,4869.00,0.770000,59.71170000
"TOI-5720 b","TOI-5720",2024,"Transit",1.43445550000,1.09000000,4.30000000,3325.00,0.383000,35.82560000
"TOI-6008 b","TOI-6008",2024,"Transit",0.85743470000,1.03000000,4.00000000,3075.00,0.242000,23.10080000
"TOI-6086 b","TOI-6086",2024,"Transit",1.38887250000,1.18000000,,3200.00,0.259000,31.45660000
"UCAC3 113-933 b","UCAC3 113-933",2024,"Imaging",,,6674.39654700,,,52.58290000
"UCAC4 328-061594 b","UCAC4 328-061594",2024,"Imaging",,,6674.39654700,,,39.90890000
"GJ 900 b","GJ 900 A",2024,"Imaging",,,3496.11247700,,,20.80650000
"TOI-1450 A b","TOI-1450 A",2024,"Transit",2.04392740000,1.13000000,1.25800000,3437.00,0.483000,22.44670000
"TOI-1450 A c","TOI-1450 A",2024,"Transit",5.06880000000,,1.52700000,3437.00,0.483000,22.44670000
"2MASS J11550485-7919108 b","2MASS J11550485-7919108",2024,"Imaging",,,6356.56814000,,,100.86200000
"2MASS J21252752-8138278 b","2MASS J21252752-8138278",2024,"Imaging",,,3813.94088400,,,34.11540000
"TOI-4633 c","TOI-4633",2024,"Transit",271.94450000000,3.20000000,123.00000000,5800.00,1.050000,95.20160000
"Gliese 12 b","Gliese 12",2024,"Transit",12.76141800000,0.93000000,0.95000000,3328.00,0.265000,12.21000000
"TOI-5076 b","TOI-5076",2024,"Transit",23.44316200000,3.48935569,16.14568308,4780.00,0.844000,82.85700000
"HD 73344 b","HD 73344",2024,"Transit",15.61100000000,2.88400000,10.48000000,6252.60,1.220000,35.26000000
"TIC 393818343 b","TIC 393818343",2024,"Transit",16.24921000000,12.18416202,1379.37528638,5756.00,1.086000,93.73450000
"NGTS-26 b","NGTS-26",2024,"Transit",4.51992790000,14.88552637,92.80589484,5550.00,1.160000,1093.69000000
"NGTS-27 b","NGTS-27",2024,"Transit",3.37041810000,15.64773706,188.47224535,5700.00,1.770000,942.12200000
"TOI-2447 b","TOI-2447",2024,"Transit",69.33684000000,9.60609646,124.90656395,5730.00,1.006000,148.98700000
"TOI-128.01","TOI-128",2024,"Transit",4.94046810000,2.21898000,,6086.00,1.130000,68.47270000
"TOI-406.01","TOI-406",2024,"Transit",13.17568200000,2.08000000,6.57000000,3392.00,0.410000,31.05970000
"TOI-654.01","TOI-654",2024,"Transit",1.52756100000,2.37800000,8.71000000,3521.00,0.430000,57.75530000
"TOI-880.02","TOI-880",2024,"Transit",2.57571000000,2.19000000,,5050.00,0.830000,60.66790000
"TOI-907.01","TOI-907",2024,"Transit",4.58491290000,9.61588510,,6272.00,2.059789,312.52900000
"TOI-1410.01","TOI-1410",2024,"Transit",1.21687000000,3.10083009,12.50000000,4635.00,0.755800,72.75120000
"TOI-1683.01","TOI-1683",2024,"Transit",3.05753560000,2.63820000,,4402.00,0.700000,51.18840000
"TOI-1798.02","TOI-1798",2024,"Transit",0.43781182200,1.46400000,,5165.00,0.780000,113.18100000
"TOI-1806.01","TOI-1806",2024,"Transit",15.14546930000,3.40953670,,3272.00,0.401575,55.52110000
"TOI-3353.01","TOI-3353",2024,"Transit",4.66579650000,2.66675550,,6365.00,1.020700,78.75770000
"TOI-4443.01","TOI-4443",2024,"Transit",1.84985670000,1.71932650,,5834.00,1.017330,56.07390000
"TOI-4495 c","TOI-4495",2024,"Transit",5.18553000000,4.03000000,23.20000000,6210.00,1.309000,132.21400000
"TOI-4527.01","TOI-4527",2024,"Transit",0.39944450000,0.90866170,,3702.00,0.485948,18.10370000
"TOI-4602.01","TOI-4602",2024,"Transit",3.98120910000,2.55044900,,6011.90,1.156640,63.06370000
"TOI-5082.01","TOI-5082",2024,"Transit",4.24012200000,2.54811000,,5670.00,0.930000,43.14060000
"TOI-5388.01","TOI-5388",2024,"Transit",2.59467480000,0.99000000,2.20000000,3440.00,0.300000,18.52260000
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L",2024,"Microlensing",,,1385.73185452,,,5120.00000000
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",2024,"Imaging",,,5720.91132600,,,117.43500000
"ITG 15 b","ITG 15 A",2024,"Imaging",,,6674.39654700,,,136.37000000
"G 196-3 b","G 196-3",2024,"Imaging",,,8263.53858200,,,21.79120000
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",2024,"Imaging",,,8899.19539600,,,
"HIP 77900 b","HIP 77900",2024,"Imaging",,,6674.39654700,,,150.86200000
"SPECULOOS-3 b","SPECULOOS-3",2024,"Transit",0.71912603000,0.97700000,,2800.00,0.123000,
"TOI-782 b","TOI-782",2024,"Transit",8.02400150000,2.73400000,19.10000000,3370.00,0.413000,52.51220000
"TOI-1448 b","TOI-1448",2024,"Transit",8.11224500000,2.74900000,19.50000000,3412.00,0.380000,73.33450000
"TOI-2120 b","TOI-2120",2024,"Transit",5.79981640000,2.12200000,6.80000000,3131.00,0.245000,32.17550000
"MOA-2022-BLG-563L b","MOA-2022-BLG-563L",2024,"Microlensing",,,127.13136280,,,6530.00000000
"KMT-2023-BLG-0469L b","KMT-2023-BLG-0469L",2024,"Microlensing",,,39.41072247,,,7070.00000000
"KMT-2023-BLG-0735L b","KMT-2023-BLG-0735L",2024,"Microlensing",,,38.77506565,,,6390.00000000
"TIC 365102760 b","TIC 365102760",2024,"Transit",4.21285367000,6.21000000,19.20000000,4900.00,3.130000,555.54600000
"BD-14 3065 b","BD-14 3065 A",2024,"Transit",4.28897310000,21.59000000,3932.00000000,6935.00,2.350000,589.42300000
"TOI-663 b","TOI-663",2024,"Transit",2.59890200000,2.27000000,4.45000000,3681.00,0.512000,64.23080000
"TOI-663 c","TOI-663",2024,"Transit",4.69555070000,2.26000000,3.65000000,3681.00,0.512000,64.23080000
"TOI-663 d","TOI-663",2024,"Transit",7.10272680000,1.92000000,5.20000000,3681.00,0.512000,64.23080000
"KMT-2023-BLG-1431L b","KMT-2023-BLG-1431L",2024,"Microlensing",,,13.60000000,,,6800.00000000
"TOI-2374 b","TOI-2374",2024,"Transit",4.31361930000,7.48759911,61.65871096,5002.00,0.711000,134.65500000
"TOI-3071 b","TOI-3071",2024,"Transit",1.26693800000,7.16000000,68.20000000,6177.00,1.310000,485.21900000
"HD 48948 b","HD 48948",2024,"Radial Velocity",7.34013000000,,4.88000000,4593.00,0.679000,16.90430000
"HD 48948 c","HD 48948",2024,"Radial Velocity",38.06000000000,,7.27000000,4593.00,0.679000,16.90430000
"HD 48948 d","HD 48948",2024,"Radial Velocity",151.92000000000,,10.59000000,4593.00,0.679000,16.90430000
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L",2024,"Microlensing",,,1382.55357045,,,3680.00000000
"TOI-1224 b","TOI-1224",2024,"Transit",4.17827450000,2.10400000,,3326.00,0.404000,37.33120000
"TOI-1224 c","TOI-1224",2024,"Transit",17.94546600000,2.88400000,,3326.00,0.404000,37.33120000
"TOI-762 A b","TOI-762 A",2024,"Transit",3.47168260000,8.33948164,79.77493016,3266.00,0.425000,98.44580000
"TIC 46432937 b","TIC 46432937",2024,"Transit",1.44044527000,13.31626907,1017.05090240,3572.00,0.529900,90.53690000
"TOI-329 b","TOI-329",2024,"Transit",5.70439000000,4.94057819,40.40000000,5614.00,1.532600,284.38800000
"TOI-1758 b","TOI-1758",2024,"Transit",20.70507468500,3.62000000,,5169.00,0.810000,96.62150000
"TOI-1836 b","TOI-1836",2024,"Transit",20.38079900000,8.00321222,38.45723725,6380.00,1.577000,191.64900000
"TOI-1836 c","TOI-1836",2024,"Transit",1.77274710000,2.59987579,8.00000000,6237.00,1.645400,191.64900000
"TOI-260 b","TOI-260",2024,"Transit",13.47585300000,1.71000000,4.23000000,4026.00,0.607000,20.18520000
"TOI-1898 b","TOI-1898",2024,"Transit",45.52234000000,9.39553231,129.00000000,6241.00,1.613100,79.66820000
"TOI-1174 b","TOI-1174",2024,"Transit",8.95348768300,2.56200000,,5030.00,0.760000,94.63750000
"TOI-1753 b","TOI-1753",2024,"Transit",5.38461040000,2.47852533,16.60000000,5621.00,0.971500,226.67100000
"TOI-2019 b","TOI-2019",2024,"Transit",15.34440000000,5.33275337,34.40000000,5626.00,1.745700,198.00700000
"TOI-1823 b","TOI-1823",2024,"Transit",38.80000000000,7.54062410,67.40000000,4927.00,0.804900,71.64560000
"TOI-1472 b","TOI-1472",2024,"Transit",6.36338574000,4.05800000,18.05000000,5100.00,0.840000,121.84000000
"TOI-480 b","TOI-480",2024,"Transit",6.86619600000,2.85372018,20.80000000,6174.00,1.487700,54.53060000
"TOI-1173 b","TOI-1173",2024,"Transit",7.06466000000,9.19000000,27.40000000,5350.00,0.934000,132.35300000
"TOI-1294 b","TOI-1294",2024,"Transit",3.91529200000,10.12369881,63.90000000,5718.00,1.556600,332.64800000
"TOI-1294 c","TOI-1294",2024,"Radial Velocity",159.90000000000,,147.00000000,5718.00,1.556600,332.64800000
"TOI-1439 b","TOI-1439",2024,"Transit",27.64400000000,4.24278610,38.50000000,5841.00,1.618400,230.30600000
"TOI-1794 b","TOI-1794",2024,"Transit",8.76552800000,3.29701268,8.70000000,5631.00,1.316200,155.79100000
"TOI-1742 b","TOI-1742",2024,"Transit",21.26908400000,2.36507598,9.70000000,5815.00,1.131000,72.88710000
"TOI-1437 b","TOI-1437",2024,"Transit",18.84094200000,2.24000000,9.60000000,6008.00,1.170000,103.29700000
"TOI-1723 b","TOI-1723",2024,"Transit",13.72701264300,3.43500000,,5777.00,1.090000,100.72700000
"TOI-1279 b","TOI-1279",2024,"Transit",9.61419000000,2.66146528,10.60000000,5457.00,0.842600,107.05500000
"TOI-1691 b","TOI-1691",2024,"Transit",16.73688893500,3.66000000,,5759.00,1.000000,111.44500000
"TOI-1249 b","TOI-1249",2024,"Transit",13.07915100000,3.27103010,11.90000000,5497.00,0.978500,139.49000000
"TOI-1443 b","TOI-1443",2024,"Transit",23.54067800000,2.30381001,30.00000000,5224.00,0.751100,85.80340000
"TOI-2088 b","TOI-2088",2024,"Transit",124.72997000000,3.68311790,37.00000000,5081.00,0.848100,126.46000000
"TOI-1180 b","TOI-1180",2024,"Transit",9.68676037800,3.07200000,,4738.00,0.730000,72.02380000
"TOI-1669 c","TOI-1669",2024,"Transit",2.68005350000,2.29639770,13.00000000,5497.00,1.056100,111.27600000
"TOI-2128 b","TOI-2128",2024,"Transit",16.34136000000,2.08874836,4.50000000,5968.00,1.117400,36.57800000
"TOI-1799 b","TOI-1799",2024,"Transit",7.09457086500,1.64200000,,5690.00,0.957000,62.12740000
"TOI-1410 c","TOI-1410",2024,"Radial Velocity",47.56000000000,,27.00000000,4635.00,0.755800,72.75120000
"TOI-1451 b","TOI-1451",2024,"Transit",16.53794400000,2.61143902,15.20000000,5801.00,1.016200,91.93620000
"TOI-1824 b","TOI-1824",2024,"Transit",22.80853300000,2.74382690,16.00000000,5165.00,0.812300,59.43140000
"TOI-1269 b","TOI-1269",2024,"Transit",4.25299130000,2.40144286,6.40000000,5499.00,0.852100,172.13800000
"TOI-1248 b","TOI-1248",2024,"Transit",4.36015610000,6.80848590,27.40000000,5205.00,0.868600,168.73500000
"TOI-1244 b","TOI-1244",2024,"Transit",6.40031648300,2.46700000,,4599.00,0.721000,102.55100000
"TOI-1775 b","TOI-1775",2024,"Transit",10.24055490000,8.04728896,96.00000000,5284.00,0.828800,149.23400000
"TOI-1776 b","TOI-1776",2024,"Transit",2.79986800000,1.21612741,1.40000000,5785.00,0.935600,44.64700000
"TOI-1184 b","TOI-1184",2024,"Transit",5.74843380300,2.39000000,,4534.00,0.690000,58.59460000
"TIC 241249530 b","TIC 241249530",2024,"Transit",165.77190000000,13.29385111,1582.78546686,6166.00,1.397000,324.44800000
"TOI-3261 b","TOI-3261",2024,"Transit",0.88313310000,3.82000000,30.30000000,5068.00,0.849000,300.14100000
"TOI-1855 b","TOI-1855",2024,"Transit",1.36414864000,18.49481816,360.09958513,5359.00,1.041000,176.83300000
"TOI-2107 b","TOI-2107",2024,"Transit",2.45454670000,13.57407563,263.79757781,5627.00,0.932000,236.70500000
"TOI-2368 b","TOI-2368",2024,"Transit",5.17500730000,10.83908434,206.58846455,5360.00,0.846000,210.91500000
"TOI-3321 b","TOI-3321",2024,"Transit",3.65251450000,15.55806521,176.07693748,5850.00,1.549000,285.89500000
"TOI-3894 b","TOI-3894",2024,"Transit",4.33454000000,15.27784069,260.61929374,6000.00,1.502000,417.36500000
"TOI-3919 b","TOI-3919",2024,"Transit",7.43323400000,12.31866979,1233.17421916,6100.00,1.319000,604.59100000
"TOI-4153 b","TOI-4153",2024,"Transit",4.61741410000,16.11851425,365.50266805,6860.00,1.605000,423.84000000
"TOI-5232 b","TOI-5232",2024,"Transit",4.09666920000,12.77823800,743.71847238,6500.00,1.785000,609.38800000
"TOI-5301 b","TOI-5301",2024,"Transit",5.85885800000,13.09208946,1182.32167404,6240.00,2.190000,629.16100000
"TOI-1798.01","TOI-1798",2024,"Transit",8.02152233100,2.44800000,,5165.00,0.780000,113.18100000
"TOI-757 b","TOI-757",2024,"Transit",17.46819000000,2.50000000,10.50000000,5278.00,0.780000,60.34180000
"Gaia22dkvL b","Gaia22dkvL",2024,"Microlensing",,,187.83658854,,,1270.00000000
"TOI-1408 c","TOI-1408",2024,"Transit Timing Variations",2.16640000000,2.22000000,7.60000000,6117.00,1.530000,139.48400000
"HD 118203 c","HD 118203",2024,"Radial Velocity",5103.00000000000,,3747.19691853,5742.00,2.040000,92.25890000
"GJ 238 b","GJ 238",2024,"Transit",1.74469990000,0.56600000,,3485.00,0.431400,15.21420000
"TOI-6255 b","TOI-6255",2024,"Transit",0.23818244000,1.07900000,1.44000000,3421.00,0.370000,20.31670000
"TOI-6029 b","TOI-6029",2024,"Transit",5.79870000000,14.39233122,519.64944544,6223.00,2.338000,603.11900000
"TOI-4379 b","TOI-4379",2024,"Transit",3.25352000000,16.69017226,353.74301699,6020.00,1.976000,645.15800000
"Barnard b","Barnard's star",2024,"Radial Velocity",3.15420000000,,0.29900000,3195.00,0.185000,1.82655000
"OGLE-2017-BLG-0448L b","OGLE-2017-BLG-0448L",2024,"Microlensing",,,15.60000000,,,7530.00000000
"TOI-2529 b","TOI-2529",2024,"Transit",64.59490000000,11.54525012,743.71847238,5802.00,1.700000,296.27100000
"TIC 4672985 b","TIC 4672985",2024,"Transit",69.04800000000,11.50041420,4049.13390518,5757.00,1.150000,253.38500000
"K2-419 A b","K2-419 A",2024,"Transit",20.35847252000,10.55000000,196.00000000,3711.00,0.541000,268.68500000
"TOI-6034 b","TOI-6034",2024,"Transit",2.57618400000,11.92000000,254.00000000,3635.00,0.489000,117.99200000
"Kepler-158 d","Kepler-158",2024,"Transit",0.64508800000,0.43000000,,4895.97,0.668000,315.17700000
"TOI-5616 b","TOI-5616",2024,"Transit",2.00284900000,10.78000000,624.00000000,3996.00,0.646000,390.41500000
"TOI-5634 A b","TOI-5634 A",2024,"Transit",2.20353730000,10.42000000,588.00000000,3896.00,0.540000,306.14400000
"TOI-5218 b","TOI-5218",2024,"Transit",4.29145200000,9.86000000,657.00000000,4230.00,0.708000,377.48300000
"HD 75898 c","HD 75898",2024,"Radial Velocity",6717.00000000000,,2698.36317543,6122.00,,78.05050000
"Kepler-963 c","Kepler-963",2024,"Transit",0.91978300000,0.60000000,,5169.47,0.928000,771.49400000
"Kepler-879 c","Kepler-879",2024,"Transit",0.64671600000,0.40000000,,5456.75,1.022000,802.67200000
"Kepler-1489 c","Kepler-1489",2024,"Transit",0.68074100000,0.51000000,,5565.53,0.957000,1283.05000000
"KOI-4978 b","KOI-4978",2024,"Transit",0.94196700000,0.70000000,,5050.28,0.966000,936.34100000
"TOI-2379 b","TOI-2379",2024,"Transit",5.46938270000,11.72459381,1830.69162432,3707.00,0.622000,211.24700000
"TOI-2384 b","TOI-2384",2024,"Transit",2.13570304000,11.48920522,624.85064816,3943.00,0.611300,191.51000000
"TOI-3568 b","TOI-3568",2024,"Transit",4.41796500000,5.30000000,26.40000000,4969.00,0.719000,197.90600000
"HD 21520 b","HD 21520",2024,"Transit",25.12920000000,2.69700000,17.70000000,5871.00,1.044000,79.20800000
"HD 222237 b","HD 222237",2024,"Radial Velocity",14892.00000000000,,1649.52943233,4751.00,0.710000,11.44690000
"TOI-4562 c","TOI-4562",2024,"Transit Timing Variations",3990.00000000000,,1833.86990839,6096.00,1.152000,339.60500000
"TOI-4914 b","TOI-4914",2024,"Transit",10.60057000000,12.87000000,227.00000000,5805.00,1.000000,299.89000000
"TOI-2714 b","TOI-2714",2024,"Transit",2.49938700000,13.72000000,228.00000000,5665.00,1.250000,597.87300000
"TOI-2981 b","TOI-2981",2024,"Transit",3.60150100000,13.40000000,638.00000000,5940.00,1.080000,527.78900000
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L",2024,"Microlensing",,,120.77479466,,,5910.00000000
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L",2024,"Microlensing",,,823.17557413,,,6480.00000000
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",2024,"Microlensing",,,14.93793513,,,6930.00000000
"KMT-2016-BLG-2321L b","KMT-2016-BLG-2321L",2024,"Microlensing",,,301.93698665,,,3580.00000000
"KMT-2023-BLG-1866L b","KMT-2023-BLG-1866L",2024,"Microlensing",,,2.63000000,,,6210.00000000
"TOI-286 b","TOI-286",2024,"Transit",4.51172440000,1.42000000,4.53000000,5152.00,0.780000,59.22930000
"TOI-286 c","TOI-286",2024,"Transit",39.36182600000,1.88000000,3.72000000,5152.00,0.780000,59.22930000
"TOI-5005 b","TOI-5005",2024,"Transit",6.30850440000,6.25000000,32.70000000,5749.00,0.930000,207.89100000
"HIP 67522 c","HIP 67522",2024,"Transit",14.33489200000,7.93595834,,5675.00,1.380000,127.28000000
"TOI-2420 b","TOI-2420",2024,"Transit",5.84264100000,15.02003414,294.62693329,,2.369000,435.17400000
"TOI-2485 b","TOI-2485",2024,"Transit",11.23479000000,12.13932610,766.60211768,,1.720000,397.95300000
"Kepler-51 e","Kepler-51",2024,"Transit Timing Variations",264.28400000000,,5.40000000,5674.00,0.870000,783.83100000
"TOI-6002 b","TOI-6002",2024,"Transit",10.90482100000,1.65000000,,3229.00,0.243200,32.02660000
"TOI-5713 b","TOI-5713",2024,"Transit",10.44198900000,1.77000000,,3225.00,0.299200,40.86680000
"TOI-1883 b","TOI-1883",2024,"Transit",4.50638000000,5.65000000,,3477.00,0.494000,115.36900000
"TOI-2274 b","TOI-2274",2024,"Transit",2.67963000000,2.45000000,,3943.00,0.631000,48.87600000
"TOI-2768 b","TOI-2768",2024,"Transit",1.50801000000,2.63000000,,4008.00,0.657000,78.45250000
"TOI-5319 b","TOI-5319",2024,"Transit",4.07853000000,2.83000000,,3580.00,0.485000,61.17100000
"TOI-6651 b","TOI-6651",2024,"Transit",5.05697300000,5.09000000,61.00000000,5940.00,1.721000,212.12800000
"IRAS 04125+2902 b","IRAS 04125+2902",2024,"Transit",8.83497800000,10.73820351,,4080.00,1.450000,159.24400000
"TOI-1301.01","TOI-1301",2024,"Transit",6.09640720900,2.47700000,,4820.00,0.732000,90.86930000
"TOI-1630.01","TOI-1630",2024,"Transit",12.05573473300,2.41700000,,5504.00,0.830000,66.09290000
"TOI-1659.01","TOI-1659",2024,"Transit",5.87755632800,2.25500000,,5977.00,1.006000,122.49400000
"TOI-1716.01","TOI-1716",2024,"Transit",8.08237655400,3.14300000,,5879.00,1.240000,104.15800000
"TOI-1744.01","TOI-1744",2024,"Transit",22.34170292700,2.68000000,,6179.00,1.140000,114.39000000
"TOI-1768.01","TOI-1768",2024,"Transit",7.33770364900,3.45300000,,5994.00,1.100000,157.59700000
"TOI-1772.01","TOI-1772",2024,"Transit",8.05424687400,2.90500000,,5583.00,0.995000,97.75620000
"TOI-1777.01","TOI-1777",2024,"Transit",14.65011197400,2.24600000,,5859.00,0.980000,79.76650000
"TOI-1782.01","TOI-1782",2024,"Transit",4.98764102800,2.36800000,,4336.00,0.669000,95.26490000
"TOI-1782.02","TOI-1782",2024,"Transit",1.82902422700,1.83900000,,4336.00,0.669000,95.26490000
"TOI-2211.01","TOI-2211",2024,"Transit",3.09268675700,1.56100000,,5253.00,0.834000,70.29320000
"TOI-4638.01","TOI-4638",2024,"Transit",10.28391878700,2.93300000,,5700.00,0.895000,168.24800000
"TOI-5726.01","TOI-5726",2024,"Transit",5.49112521500,2.55400000,,5874.00,1.106000,108.84800000
"TOI-6054.01","TOI-6054",2024,"Transit",7.50142800000,2.64000000,12.50000000,6047.00,1.662000,79.40700000
"TOI-6054.02","TOI-6054",2024,"Transit",12.56363600000,2.82000000,9.30000000,6047.00,1.662000,79.40700000
"HD 86728 b","HD 86728",2025,"Radial Velocity",31.15150000000,,9.43000000,5610.00,1.237000,14.92020000
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L",2024,"Microlensing",,,10.17050902,,,7480.00000000
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L",2024,"Microlensing",,,163.04597279,,,6570.00000000
"TOI-2458 b","TOI-2458",2024,"Transit",3.73659000000,2.83000000,13.31000000,6005.00,1.310000,112.95800000
"TOI-2458 c","TOI-2458",2024,"Radial Velocity",16.55300000000,,10.22000000,6005.00,1.310000,112.95800000
"NGTS-33 b","NGTS-33",2024,"Transit",2.82797200000,18.38272835,1153.71711741,7437.00,1.470000,437.85500000
"TOI-4994 b","TOI-4994",2024,"Transit",21.49198400000,8.54124329,88.99195396,5640.00,1.055000,329.30400000
"TOI-406 c","TOI-406",2024,"Transit",3.30744100000,1.32000000,2.08000000,3392.00,0.410000,31.05970000
"TOI-6383 A b","TOI-6383 A",2024,"Transit",1.79058695000,11.29000000,331.00000000,3444.00,0.457000,171.31900000
"TOI-5688 A b","TOI-5688 A",2024,"Transit",2.94815527000,10.30000000,124.00000000,3713.00,0.570000,226.31800000
"KMT-2022-BLG-2286L b","KMT-2022-BLG-2286L",2024,"Microlensing",,,6038.73973300,,,7320.00000000
"KMT-2023-BLG-1743L b","KMT-2023-BLG-1743L",2024,"Microlensing",,,6356.56814000,,,7130.00000000
