pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,sy_dist
"TOI-5728 b","TOI-5728",2025,"Transit",11.49761000000,1.31000000,,3419.00,0.370000,54.70450000
"TOI-5736 b","TOI-5736",2025,"Transit",0.64899000000,1.56000000,,3949.00,0.580000,92.36040000
"NGTS-34 b","NGTS-34",2025,"Transit",43.12655000000,3.65000000,19.10000000,6134.00,1.367000,120.47500000
"TOI-4940 b","TOI-4940",2025,"Transit",25.86781100000,6.61000000,89.00000000,5504.00,1.163000,345.65900000
"NGTS-35 b","NGTS-35",2025,"Transit",25.24119200000,10.90000000,152.00000000,4717.00,0.753000,183.07800000
"TOI-3288 b","TOI-3288",2025,"Transit",1.43386470000,12.24020692,536.17652261,4072.00,0.672000,200.50000000
"TOI-4666 b","TOI-4666",2025,"Transit",2.90891650000,12.53164042,155.41809102,3793.00,0.585000,154.74900000
"TOI-4507 b","TOI-4507",2025,"Transit",104.61611000000,8.20000000,20.00000000,6260.00,1.040000,178.26000000
"TOI-7166 b","TOI-7166",2025,"Transit",12.92063621000,2.01000000,,3099.00,0.222000,35.41530000
"KMT-2024-BLG-1005L b","KMT-2024-BLG-1005L",2025,"Microlensing",,,6674.39654700,,,6950.00000000
"TOI-5349 b","TOI-5349",2026,"Transit",3.31792100000,10.20000000,127.40000000,3751.00,0.580000,188.33600000
"TOI-5789 b","TOI-5789",2026,"Radial Velocity",2.76369000000,,2.12000000,5185.00,0.833000,20.45810000
"TOI-5789 d","TOI-5789",2026,"Radial Velocity",29.65000000000,,4.29000000,5185.00,0.833000,20.45810000
"TOI-5789 e","TOI-5789",2026,"Radial Velocity",62.98000000000,,11.61000000,5185.00,0.833000,20.45810000
"KMT-2022-BLG-1818L b","KMT-2022-BLG-1818L",2026,"Microlensing",,,1271.31362800,,,5300.00000000
"KMT-2022-BLG-1818L c","KMT-2022-BLG-1818L",2026,"Microlensing",,,114.41822652,,,5300.00000000
"TOI-5422 b","TOI-5422",2026,"Transit",5.37721900000,9.10169233,8899.19539600,5820.00,1.474000,346.14100000
"TOI-1243 b","TOI-1243",2026,"Transit",4.65947790000,2.33000000,7.70000000,3515.00,0.511000,43.18650000
"TOI-4529 b","TOI-4529",2026,"Transit",5.87957700000,1.77000000,4.90000000,3697.00,0.480000,28.38400000
"KOINTREAU-1 b","XEST 17-036",2026,"Imaging",,,3368.98111420,3551.00,,158.61800000
"GJ 3090 c","GJ 3090",2026,"Radial Velocity",15.94070000000,,10.00000000,3707.00,0.516000,22.47510000
"TOI-5788 b","TOI-5788",2026,"Transit",6.34075800000,1.52800000,3.72000000,5615.00,0.870000,97.61400000
"TOI-5788 c","TOI-5788",2026,"Transit",16.21336200000,2.27200000,6.40000000,5615.00,0.870000,97.61400000
"TOI-6716 b","TOI-6716",2026,"Transit",4.71858980000,0.98200000,,3110.00,0.231000,18.88730000
"TOI-7384 b","TOI-7384",2026,"Transit",6.23402580000,3.56000000,,3185.00,0.319000,66.79020000
"TOI-6692 b","TOI-6692",2026,"Transit",131.12500000000,11.67975789,197.05361234,5890.00,1.385000,312.90300000
"KMT-2025-BLG-1616L b","KMT-2025-BLG-1616L",2026,"Microlensing",,,42.32000000,,,7500.00000000
"HD 85426 c","TOI-1774",2026,"Radial Velocity",35.73000000000,,10.30000000,5746.00,1.130300,53.97400000
"TOI-4495 b","TOI-4495",2026,"Transit",2.56699000000,2.48300000,7.70000000,6210.00,1.309000,132.21400000
"HD 176986 d","HD 176986",2026,"Radial Velocity",61.37600000000,,6.76000000,4931.00,0.782000,27.78430000
"GJ 4274 b","GJ 4274",2026,"Radial Velocity",1.63390000000,,2.97000000,3228.00,0.190000,7.23556000
"GJ 4274 c","GJ 4274",2026,"Radial Velocity",69.57000000000,,8.39000000,3228.00,0.190000,7.23556000
"TOI-375 b","TOI-375",2026,"Transit",9.45469000000,10.77183045,236.78216321,5259.90,2.900000,396.21300000
"TOI-375 c","TOI-375",2026,"Radial Velocity",115.50000000000,,669.34662514,5259.90,2.900000,396.21300000
"TOI-375 d","TOI-375",2026,"Radial Velocity",297.90000000000,,445.59542661,5259.90,2.900000,396.21300000
"TOI-2133 b","TOI-2133",2026,"Transit",3.82664720000,2.37000000,,4250.00,0.620000,75.19730000
"TOI-5734 b","TOI-5734",2026,"Transit",6.18418760000,2.10000000,9.10000000,4750.00,0.639000,32.51020000
"TOI-5938 b","TOI-5938",2026,"Transit",2.26042400000,3.82000000,,4650.00,0.712000,114.03500000
"TOI-7009 b","TOI-7009",2026,"Transit",2.32066120000,3.71000000,,4080.00,0.564000,184.12000000
"KMT-2024-BLG-0176L b","KMT-2024-BLG-0176L",2026,"Microlensing",,,241.54958932,,,8340.00000000
"KMT-2024-BLG-0349L b","KMT-2024-BLG-0349L",2026,"Microlensing",,,3769.44490702,,,5750.00000000
"KMT-2024-BLG-1870L b","KMT-2024-BLG-1870L",2026,"Microlensing",,,336.89811142,,,5480.00000000
"KMT-2024-BLG-2087L b","KMT-2024-BLG-2087L",2026,"Microlensing",,,1395.26670673,,,7190.00000000
"GJ 887 d","GJ 887",2026,"Radial Velocity",50.77000000000,,6.10000000,3688.00,0.468000,3.28679000
"GJ 887 e","GJ 887",2026,"Radial Velocity",4.42490000000,,1.46000000,3688.00,0.468000,3.28679000
"HD 164604 c","HD 164604",2026,"Radial Velocity",5387.00000000000,,3019.36986650,4663.00,0.780000,39.36330000
"LHS 1903 b","LHS 1903",2026,"Transit",2.15550980000,1.38200000,3.28000000,3664.00,0.539000,35.69170000
"LHS 1903 c","LHS 1903",2026,"Transit",6.22618500000,2.04600000,4.55000000,3664.00,0.539000,35.69170000
"LHS 1903 d","LHS 1903",2026,"Transit",12.56628700000,2.50000000,5.96000000,3664.00,0.539000,35.69170000
"LHS 1903 e","LHS 1903",2026,"Transit",29.31773000000,1.73200000,5.79000000,3664.00,0.539000,35.69170000
"KOINTREAU-3 b","ISO-Oph 96",2026,"Imaging",,,1080.61658380,3920.00,,140.56300000
"KOINTREAU-4 b","2MASS J16262785-2625152",2026,"Imaging",,,4862.77462710,,,145.43400000
"TOI-4336 A c","TOI-4336 A",2026,"Transit",7.58726600000,1.25100000,1.55000000,3307.00,0.326000,22.54550000
"DMPP-2 c","DMPP-2",2026,"Radial Velocity",3.16800000000,,51.79000000,,,137.94000000
"DMPP-2 d","DMPP-2",2026,"Radial Velocity",16.49100000000,,91.79000000,,,137.94000000
"DMPP-6 b","DMPP-6",2026,"Radial Velocity",7.60270000000,,5.80000000,,1.270000,54.63030000
"DMPP-6 c","DMPP-6",2026,"Radial Velocity",36.44100000000,,13.47000000,,1.270000,54.63030000
"DMPP-7 b","DMPP-7",2026,"Radial Velocity",4.98400000000,,61.39000000,,,101.38600000
"DMPP-8 b","DMPP-8",2026,"Radial Velocity",62.91500000000,,81.09000000,,1.240000,76.13350000
"DMPP-9 b","DMPP-9",2026,"Radial Velocity",12.73300000000,,14.43000000,,1.260000,109.53900000
"TOI-2267 b","TOI-2267 A",2025,"Transit",2.28909000000,1.00000000,,3030.00,0.207500,
"TOI-2267 c","TOI-2267 A",2025,"Transit",3.49504120000,1.14000000,,3030.00,0.207500,
"TOI-2267 d","TOI-2267 B",2025,"Transit",2.03446710000,1.77000000,,,0.130000,
"HD 68475 b","HD 68475",2026,"Radial Velocity",7832.00000000000,,1639.99458012,5022.00,,33.42970000
"HD 100508 b","HD 100508",2026,"Radial Velocity",5681.00000000000,,381.39408840,5419.00,,32.75480000
"HD 48265 c","HD 48265",2026,"Radial Velocity",10418.00000000000,,1414.33641115,5805.00,,90.54460000
"HD 114386 c","HD 114386",2026,"Radial Velocity",444.00000000000,,117.59651059,4895.00,,27.92430000
"KMT-2020-BLG-0202L b","KMT-2020-BLG-0202L",2026,"Microlensing",,,3902.93283796,,,3840.00000000
"KMT-2022-BLG-1551L b","KMT-2022-BLG-1551L",2026,"Microlensing",,,940.77208472,,,6900.00000000
"KMT-2023-BLG-0466L b","KMT-2023-BLG-0466L",2026,"Microlensing",,,1032.94232275,,,6800.00000000
"KMT-2025-BLG-0121L b","KMT-2025-BLG-0121L",2026,"Microlensing",,,2469.52672239,,,6200.00000000
"TOI-2094 b","TOI-2094",2026,"Transit",18.79319300000,1.90000000,,3435.00,0.384000,50.02480000
"TOI-1080 b","TOI-1080",2026,"Transit",3.96524820000,1.20000000,10.70000000,3065.00,0.201900,25.55900000
"KMT-2016-BLG-1337L b","KMT-2016-BLG-1337L",2026,"Microlensing",,,88.99195396,,,6920.00000000
"TOI-3862 b","TOI-3862",2026,"Transit",1.55745774000,5.53000000,53.70000000,5300.00,0.920000,249.02000000
"TOI-5007 b","TOI-5007",2026,"Transit",2.54337100000,11.07447293,211.03806225,3793.00,0.656000,203.35200000
"TOI-5292 A b","TOI-5292 A",2026,"Transit",2.02191000000,12.64373023,412.85910069,3919.00,0.611000,337.09500000
"TOI-5916 b","TOI-5916",2026,"Transit",2.36712800000,11.35469745,226.61165419,3613.00,0.480000,199.72400000
"TOI-2431 b","TOI-2431",2026,"Transit",0.22419578000,1.53400000,6.20000000,4109.00,0.651000,36.05590000
"KMT-2021-BLG-0852L b","KMT-2021-BLG-0852L",2026,"Microlensing",,,155.73591943,,,7230.00000000
"KMT-2024-BLG-2005L b","KMT-2024-BLG-2005L",2026,"Microlensing",,,50.85254512,,,7720.00000000
"KMT-2025-BLG-0481L b","KMT-2025-BLG-0481L",2026,"Microlensing",,,187.51876013,,,7980.00000000
"TOI-4552 b","TOI-4552",2026,"Transit",0.30110032000,1.11000000,1.83000000,3258.00,0.286900,27.26840000
"TOI-1232 b","TOI-1232",2026,"Transit",14.25600000000,10.92875618,220.57291446,5823.00,1.072000,328.60400000
"TOI-1232 c","TOI-1232",2026,"Transit Timing Variations",30.35600000000,,58.48042689,5823.00,1.072000,328.60400000
"WISPIT 2 c","WISPIT 2",2026,"Imaging",,17.93436912,3178.28407000,4530.00,1.300000,134.90700000
"CWISEP J193518.59-154620.3 b","CWISEP J193518.59-154620.3",2025,"Imaging",,,4926.34030850,,,14.43000000
"TOI-5160 b","TOI-5160",2026,"Transit",4.28077325600,2.39729851,,5622.14,1.033150,151.46500000
"TOI-808 b","TOI-808",2026,"Transit",9.73944854026,2.20344362,,5078.20,0.833198,98.18480000
"TOI-4561 b","TOI-4561",2026,"Transit",8.93547936706,1.77789214,,5537.93,0.851957,179.00800000
"TOI-4588 b","TOI-4588",2026,"Transit",13.11881173651,2.92922558,,7746.12,1.574580,225.18100000
"TOI-209 b","TOI-209",2026,"Transit",4.37943587445,2.39472090,,4806.66,0.742779,113.38700000
"TOI-5624 b","TOI-5624",2026,"Transit",3.39034730000,2.31400000,9.40000000,5327.00,0.820000,101.91300000
"TOI-5515 b","TOI-5515",2026,"Transit",8.59225810839,2.65362762,,5483.65,0.835682,135.45900000
"TOI-2453 b","TOI-2453",2026,"Transit",4.44143463188,3.24380341,,3720.23,0.502498,81.90430000
"TOI-6677 b","TOI-6677",2026,"Transit",5.45060661625,5.83507112,,6572.28,1.571670,340.52000000
"TOI-697 b","TOI-697",2026,"Transit",8.60788713593,2.35859364,,5681.95,0.968149,93.77140000
"TOI-1722 b","TOI-1722",2026,"Transit",9.60523206943,4.38298108,,5999.55,1.094140,136.41900000
"TOI-2518 b","TOI-2518",2026,"Transit",6.89797425216,2.26838675,,5751.20,0.993374,160.82500000
"TOI-6080 b","TOI-6080",2026,"Transit",8.05562348084,3.32424168,,5775.46,1.062210,188.18300000
"TOI-883 b","TOI-883",2026,"Transit",10.05771848538,7.17166228,,5713.15,1.014770,102.63700000
"TOI-4898 b","TOI-4898",2026,"Transit",2.76520470167,3.71979540,,4201.57,0.639344,98.59580000
"TOI-5502 b","TOI-5502",2026,"Transit",11.62592988285,4.12873780,,6088.71,1.323750,248.65400000
"TOI-2200 b","TOI-2200",2026,"Transit",2.93602836512,6.96310517,,5036.17,0.826247,251.24500000
"TOI-1036 b","TOI-1036",2026,"Transit",3.77952125496,6.28499593,,5664.68,1.175540,184.01500000
"TOI-6393 b","TOI-6393",2026,"Transit",9.53176110329,2.75958542,,5008.20,0.766023,186.22900000
"TOI-5614 b","TOI-5614",2026,"Transit",4.17221328949,3.21759316,,4553.00,0.734919,223.01600000
"TOI-6281 b","TOI-6281",2026,"Transit",1.05426244177,1.92416074,,4533.23,0.874219,57.74510000
"TOI-4578 b","TOI-4578",2026,"Transit",8.62392630369,2.26974262,,5951.32,0.878735,182.24900000
"TOI-5599 b","TOI-5599",2026,"Transit",5.43691503941,7.18882120,,6137.02,1.913340,547.94800000
"TOI-1814 b","TOI-1814",2026,"Transit",6.36861010462,5.18536642,,4872.84,2.389500,362.52200000
"TOI-7333 b","TOI-7333",2026,"Transit",6.26449803661,2.09469416,,4586.87,0.666066,157.21700000
"TOI-4662 b","TOI-4662",2026,"Transit",4.70343764575,2.87998299,,4520.41,0.693750,111.04700000
"TOI-929 b","TOI-929",2026,"Transit",5.83015366944,2.68983343,,4457.16,0.717414,114.42100000
"TOI-1226 b","TOI-1226",2026,"Transit",3.92880881576,2.41011120,,5434.91,0.986943,257.93000000
"TOI-4405 b","TOI-4405",2026,"Transit",5.92143995316,2.55505441,,4467.38,0.687025,155.50100000
"TOI-1291 b","TOI-1291",2026,"Transit",7.16200975510,5.63826391,,6139.95,1.810900,428.12300000
"TOI-1269 c","TOI-1269",2026,"Transit",9.23786144195,2.22999162,,5554.02,0.848906,172.13800000
"TOI-2071 b","TOI-2071",2026,"Transit",5.67395386982,2.56484195,,5755.41,1.002860,231.31100000
"TOI-2654 b","TOI-2654",2026,"Transit",2.96760425926,7.94454164,,4594.08,0.756095,248.96400000
"TOI-4747 b","TOI-4747",2026,"Transit",5.21924158592,3.95803201,,5595.08,0.988751,304.61500000
"TOI-1466 b","TOI-1466",2026,"Transit",1.87190602231,2.46741991,,4435.39,0.749646,86.57830000
"TOI-1750 b","TOI-1750",2026,"Transit",11.33727129656,2.78943837,,4683.75,0.768675,162.46000000
"TOI-5605 b","TOI-5605",2026,"Transit",5.91340454843,2.52611303,,4583.79,0.736044,95.07350000
"TOI-799 b","TOI-799",2026,"Transit",5.54519139676,2.06631784,,5662.81,0.915519,158.52600000
"TOI-1718 b","TOI-1718",2026,"Transit",5.58703768615,4.10824994,,5304.91,0.939285,52.30440000
"TOI-1105 b","TOI-1105",2026,"Transit",10.86818410933,3.05823658,,4678.46,0.755833,79.52250000
"TOI-921 b","TOI-921",2026,"Transit",5.12871907628,3.53409617,,6011.66,1.141650,294.01500000
"TOI-205 b","TOI-205",2026,"Transit",4.25300773815,2.50121142,,6302.74,1.453820,177.75900000
"TOI-5159 b","TOI-5159",2026,"Transit",5.83639428843,1.54732112,,5156.16,0.854084,55.17880000
"TOI-6707 b","TOI-6707",2026,"Transit",3.83479363758,5.72673066,,6289.49,1.582020,641.46700000
"TOI-5486 b","TOI-5486",2026,"Transit",2.02470073205,3.96824928,,3750.17,0.553216,89.68110000
"TOI-5595 b","TOI-5595",2026,"Transit",5.99002553853,4.73740402,,4417.30,0.743344,136.95500000
"TOI-4930 b","TOI-4930",2026,"Transit",6.78130241498,6.93277225,,5624.72,1.159260,413.75700000
"TOI-5630 b","TOI-5630",2026,"Transit",3.22118452536,2.37117553,,5385.64,0.933361,134.04700000
"TOI-5532 b","TOI-5532",2026,"Transit",5.65396594310,2.52763693,,4208.45,0.662052,90.99850000
"TOI-4363 b","TOI-4363",2026,"Transit",2.11867592279,1.76689273,,4278.45,0.691320,77.77510000
"TOI-1873 b","TOI-1873",2026,"Transit",7.00572708834,2.86356397,,5597.99,0.971675,182.01400000
"TOI-938 b","TOI-938",2026,"Transit",8.80733882211,4.82401567,,5829.42,0.985134,215.03400000
"TOI-4511 b","TOI-4511",2026,"Transit",10.98090968596,2.75304932,,5418.77,1.001450,121.83200000
"TOI-7008 b","TOI-7008",2026,"Transit",0.84069041367,4.94735276,,5116.06,0.952550,410.46700000
"TOI-4640 b","TOI-4640",2026,"Transit",2.68566015238,2.84326517,,5743.01,1.067150,245.08900000
"TOI-6699 b","TOI-6699",2026,"Transit",5.32005926761,2.32645266,,4705.10,0.753090,85.84630000
"TOI-1756 b","TOI-1756",2026,"Transit",2.78301736297,1.94225664,,3891.86,0.562607,86.71590000
"TOI-2104 b","TOI-2104",2026,"Transit",5.90437045700,1.52898127,,4856.13,0.723757,76.74180000
"TOI-5926 b","TOI-5926",2026,"Transit",3.81122794237,7.56807148,,5388.92,0.890046,275.10300000
"TOI-5335 b","TOI-5335",2026,"Transit",3.61365988443,4.02422162,,5528.92,0.916633,331.28900000
"TOI-1839 b","TOI-1839",2026,"Transit",1.42378440907,2.21895097,,5315.91,0.848099,116.08600000
"TOI-1839 c","TOI-1839",2026,"Transit",4.02393854207,2.40867246,,5315.91,0.848099,116.08600000
"TOI-4030 b","TOI-4030",2026,"Transit",2.50900199461,5.84625590,,5640.37,0.991737,571.61500000
"TOI-4029 b","TOI-4029",2026,"Transit",5.88498234631,6.73756618,,5662.53,1.178340,274.43600000
"TOI-2092 b","TOI-2092",2026,"Transit",4.30325528074,2.94892961,,5842.06,1.051900,176.75900000
"TOI-2227 b","TOI-2227",2026,"Transit",4.22175815648,3.09885187,,5889.54,1.208470,165.44100000
"TOI-941 b","TOI-941",2026,"Transit",8.51460888787,6.51165317,,5745.88,1.184900,263.38600000
"TOI-4513 b","TOI-4513",2026,"Transit",9.76042253684,2.34587608,,5623.93,0.796628,102.60900000
"TOI-5380 b","TOI-5380",2026,"Transit",3.77229247873,3.48093238,,6400.78,1.562100,286.78100000
"TOI-6954 b","TOI-6954",2026,"Transit",4.02074127419,3.63524486,,5170.87,0.947112,190.04200000
"TOI-3896 b","TOI-3896",2026,"Transit",4.37730369667,3.14949237,,5110.91,0.747752,181.65300000
"TOI-5777 b","TOI-5777",2026,"Transit",6.91716177373,3.09551273,,4408.03,0.671912,114.27700000
"TOI-4156 b","TOI-4156",2026,"Transit",4.46189034133,2.53823825,,5971.64,1.039630,213.71900000
"TOI-4156 c","TOI-4156",2026,"Transit",12.82282706375,2.92303762,,5971.64,1.039630,213.71900000
"TOI-7155 b","TOI-7155",2026,"Transit",3.89489711981,2.40821473,,4673.03,0.670748,144.75100000
"TOI-1732 b","TOI-1732",2026,"Transit",4.11923678339,2.49549787,,4201.93,0.632571,74.75990000
"TIC 18942729 b","TIC 18942729",2026,"Transit",0.99817838064,2.00021315,,4360.11,0.825257,115.16900000
"TIC 24750448 b","TIC 24750448",2026,"Transit",3.59159193029,2.43722231,,4545.43,0.713599,178.14600000
"TIC 24750448 c","TIC 24750448",2026,"Transit",10.14385270726,3.09028272,,4545.43,0.713599,178.14600000
"TIC 32032563 b","TIC 32032563",2026,"Transit",13.83460487791,3.47739942,,5567.93,1.001880,507.85800000
"TIC 34085383 b","TIC 34085383",2026,"Transit",3.47793368523,3.91982296,,4694.84,0.809951,149.12000000
"TIC 38825265 b","TIC 38825265",2026,"Transit",3.31336980985,2.18869476,,4375.52,0.664503,165.63800000
"TIC 38828280 b","TIC 38828280",2026,"Transit",4.85558984762,2.62701629,,5046.63,0.741147,286.41500000
"TIC 62895484 b","TIC 62895484",2026,"Transit",2.83985434327,3.49391667,,5520.79,0.874291,294.85700000
"TIC 65612701 b","TIC 65612701",2026,"Transit",10.22467974953,5.07802804,,5692.29,1.737090,151.62400000
"TIC 67686059 b","TIC 67686059",2026,"Transit",3.52163529551,2.59125922,,5090.09,0.820458,249.20300000
"TIC 77319217 b","TIC 77319217",2026,"Transit",7.54830765124,3.10879526,,5961.52,1.184390,267.62000000
"TIC 77552382 b","TIC 77552382",2026,"Transit",3.51025904942,5.69176189,,4981.07,0.886956,373.41500000
"TIC 86380416 b","TIC 86380416",2026,"Transit",6.04086434610,2.41236120,,5723.74,0.989724,244.68000000
"TIC 88692598 b","TIC 88692598",2026,"Transit",2.64909436758,1.81295951,,3483.17,0.532473,73.52580000
"TIC 117642575 b","TIC 117642575",2026,"Transit",4.94459060181,2.82716337,,5719.98,1.081020,188.75800000
"TIC 139702105 b","TIC 139702105",2026,"Transit",6.83601903383,2.45316949,,5742.35,1.254230,91.78840000
"TIC 142589416 b","TIC 142589416",2026,"Transit",2.09518466313,2.67899519,,4396.27,0.713832,168.93300000
"TIC 153919886 b","TIC 153919886",2026,"Transit",2.10510492329,2.70601108,,4137.16,0.591697,132.33000000
"TIC 154870955 b","TIC 154870955",2026,"Transit",7.96987471280,3.09467466,,4739.58,0.724328,226.46300000
"TIC 160113658 b","TIC 160113658",2026,"Transit",6.72952262077,3.49015778,,4817.31,0.789834,200.15600000
"TIC 161045582 b","TIC 161045582",2026,"Transit",8.85577189959,2.24566738,,5683.87,1.079760,162.24600000
"TIC 178172313 b","TIC 178172313",2026,"Transit",4.37318161360,2.80405322,,5405.59,0.843450,178.13700000
"TIC 188624430 b","TIC 188624430",2026,"Transit",6.21860433132,3.64811843,,5369.46,0.786574,300.74300000
"TIC 198190129 b","TIC 198190129",2026,"Transit",7.94804910667,2.92284949,,4377.53,0.640675,130.03500000
"TIC 206466666 b","TIC 206466666",2026,"Transit",9.10486865159,2.14817673,,4620.30,0.667193,127.83700000
"TIC 231949697 b","TIC 231949697",2026,"Transit",0.90720448719,1.52831855,,3451.32,0.492584,50.24080000
"TIC 249022743 b","TIC 249022743",2026,"Transit",2.25719681538,4.79568155,,5567.58,1.208400,396.46000000
"TIC 260969020 b","TIC 260969020",2026,"Transit",8.48584501953,2.22686612,,4572.94,0.689880,121.22200000
"TIC 270471727 b","TIC 270471727",2026,"Transit",10.45623256647,2.75029559,,5271.39,0.997091,182.10400000
"TIC 290487717 b","TIC 290487717",2026,"Transit",3.40081822900,6.63777941,,5328.97,0.943767,395.57400000
"TIC 294329732 b","TIC 294329732",2026,"Transit",9.75658761810,2.07692266,,5201.93,0.920172,189.33300000
"TIC 320419023 b","TIC 320419023",2026,"Transit",5.26375651589,2.77280763,,5703.36,0.952319,288.89300000
"TIC 349520724 b","TIC 349520724",2026,"Transit",7.94044635021,2.82626313,,5098.60,0.818771,241.10500000
"TIC 356227008 b","TIC 356227008",2026,"Transit",2.96147448702,2.39024009,,5731.86,0.959792,387.60900000
"TIC 390586021 b","TIC 390586021",2026,"Transit",2.74703755819,2.86009388,,4434.81,0.726565,114.55800000
"TIC 423703298 b","TIC 423703298",2026,"Transit",4.03712711976,2.77230429,,4540.37,0.729825,136.19100000
"TIC 437041147 b","TIC 437041147",2026,"Transit",3.82301421497,2.21526814,,5224.36,0.961092,246.60000000
"TIC 445839811 b","TIC 445839811",2026,"Transit",11.10862603180,2.47771211,,5408.25,0.850041,235.65500000
"GJ 1137 c","HD 93083",2026,"Radial Velocity",9.64120000000,,5.12000000,5033.80,0.837000,28.51590000
"TIC 147027702 b","TIC 147027702",2026,"Transit",44.40523000000,10.92875618,346.43296363,6410.00,2.136000,457.18600000
"TIC 245076932 b","TIC 245076932",2026,"Transit",21.61389000000,10.87271128,162.09248757,6130.00,1.288000,303.96000000
"TIC 87422071 b","TIC 87422071",2026,"Transit",11.36492900000,10.86150230,409.99864503,6150.00,1.489000,384.75800000
"TOI-201 d","TOI-201",2026,"Transit",5.84889000000,1.39000000,5.80000000,6423.00,1.310000,113.82500000
"TOI-1752 b","TOI-1752",2026,"Transit",0.93518610000,1.69300000,,3762.00,0.530000,103.02100000
"TOI-1752 c","TOI-1752",2026,"Transit",32.71443000000,2.29000000,,3762.00,0.530000,103.02100000
"TOI-5624 c","TOI-5624",2026,"Transit",7.88538500000,2.47400000,4.80000000,5327.00,0.820000,101.91300000
"TOI-5624 d","TOI-5624",2026,"Transit",13.73146800000,3.58400000,4.90000000,5327.00,0.820000,101.91300000
"TOI-5624 e","TOI-5624",2026,"Transit",21.48993600000,3.24700000,8.90000000,5327.00,0.820000,101.91300000
"TOI-5624 f","TOI-5624",2026,"Transit Timing Variations",45.37000000000,,13.00000000,5327.00,0.820000,101.91300000
"TIC 183374187 b","TIC 183374187",2026,"Transit",5.05907000000,14.03364384,177.98390792,5768.00,1.344000,1208.75000000
"TOI-159 b","TOI-159",2026,"Transit",3.76283960000,18.18000000,1110.00000000,7287.00,1.620000,347.59300000
"TOI-4311 b","TOI-4311",2026,"Transit",0.99027380000,1.37600000,4.50000000,5063.00,0.844100,134.98800000
"TOI-4311 c","TOI-4311",2026,"Transit",15.07042500000,2.47000000,13.58000000,5063.00,0.844100,134.98800000
"XO-2 S d","XO-2 S",2024,"Radial Velocity",4696.00000000000,,1179.14338997,5325.00,1.020000,151.39800000
"TOI-237 c","TOI-237",2026,"Transit",1.74486147000,1.20600000,,3226.00,0.205600,38.07490000
